home,away,score,year
Спартак М,Краснодар,0 : 1,2012/2013
Спартак М,ЦСКА,2 : 1,2012/2013
Спартак М,Ростов,1 : 4,2012/2013
Спартак М,Динамо М,0 : 0,2012/2013
Спартак М,Арсенал,0 : 1,2012/2013
Спартак М,Уфа,0 : 0,2012/2013
Спартак М,Рубин,0 : 0,2012/2013
Спартак М,Урал,1 : 2,2012/2013
Спартак М,Сочи,1 : 0,2012/2013
Спартак М,Ахмат,3 : 0,2012/2013
Спартак М,Тамбов,2 : 3,2012/2013
Спартак М,Крылья Советов,2 : 0,2012/2013
Спартак М,Оренбург,1 : 2,2012/2013
Арсенал,Зенит,0 : 1,2012/2013
Арсенал,Локомотив М,4 : 0,2012/2013
Арсенал,Краснодар,1 : 2,2012/2013
Арсенал,ЦСКА,1 : 2,2012/2013
Арсенал,Ростов,2 : 3,2012/2013
Арсенал,Динамо М,1 : 1,2012/2013
Арсенал,Спартак М,2 : 3,2012/2013
Арсенал,Уфа,1 : 0,2012/2013
Арсенал,Рубин,0 : 1,2012/2013
Арсенал,Урал,1 : 1,2012/2013
Арсенал,Сочи,1 : 1,2012/2013
Арсенал,Ахмат,1 : 3,2012/2013
Арсенал,Тамбов,2 : 1,2012/2013
Арсенал,Крылья Советов,2 : 4,2012/2013
Арсенал,Оренбург,2 : 1,2012/2013
Уфа,Зенит,1 : 0,2012/2013
Уфа,Локомотив М,1 : 1,2012/2013
Уфа,Краснодар,2 : 3,2012/2013
Уфа,ЦСКА,1 : 1,2012/2013
Уфа,Ростов,2 : 0,2012/2013
Уфа,Динамо М,0 : 1,2012/2013
Уфа,Спартак М,1 : 0,2012/2013
Уфа,Арсенал,0 : 0,2012/2013
Уфа,Рубин,0 : 0,2012/2013
Уфа,Урал,1 : 1,2012/2013
Уфа,Сочи,1 : 1,2012/2013
Уфа,Ахмат,0 : 1,2012/2013
Уфа,Тамбов,2 : 1,2012/2013
Уфа,Крылья Советов,2 : 1,2012/2013
Уфа,Оренбург,1 : 2,2012/2013
Рубин,Зенит,1 : 2,2012/2013
Рубин,Локомотив М,0 : 2,2012/2013
Рубин,Краснодар,1 : 0,2012/2013
Рубин,ЦСКА,0 : 1,2012/2013
Рубин,Ростов,0 : 0,2012/2013
Рубин,Динамо М,0 : 1,2012/2013
Рубин,Спартак М,1 : 2,2012/2013
Рубин,Арсенал,1 : 0,2012/2013
Рубин,Уфа,0 : 0,2012/2013
Рубин,Урал,0 : 0,2012/2013
Рубин,Сочи,0 : 3,2012/2013
Рубин,Ахмат,1 : 0,2012/2013
Рубин,Тамбов,2 : 1,2012/2013
Рубин,Крылья Советов,0 : 1,2012/2013
Рубин,Оренбург,1 : 0,2012/2013
Урал,Зенит,1 : 3,2012/2013
Урал,Локомотив М,0 : 1,2012/2013
Урал,Краснодар,2 : 4,2012/2013
Урал,ЦСКА,0 : 3,2012/2013
Урал,Ростов,2 : 2,2012/2013
Урал,Динамо М,2 : 1,2012/2013
Урал,Спартак М,0 : 0,2012/2013
Урал,Арсенал,1 : 3,2012/2013
Урал,Уфа,3 : 2,2012/2013
Урал,Рубин,1 : 2,2012/2013
Урал,Сочи,3 : 1,2012/2013
Урал,Ахмат,3 : 0,2012/2013
Урал,Тамбов,2 : 1,2012/2013
Урал,Крылья Советов,1 : 3,2012/2013
Урал,Оренбург,1 : 2,2012/2013
Сочи,Зенит,0 : 2,2012/2013
Сочи,Локомотив М,0 : 1,2012/2013
Сочи,Краснодар,2 : 0,2012/2013
Сочи,ЦСКА,2 : 3,2012/2013
Сочи,Ростов,10 : 1,2012/2013
Сочи,Динамо М,1 : 1,2012/2013
Сочи,Спартак М,1 : 0,2012/2013
Сочи,Арсенал,1 : 2,2012/2013
Сочи,Уфа,0 : 0,2012/2013
Сочи,Рубин,1 : 1,2012/2013
Сочи,Урал,2 : 0,2012/2013
Сочи,Ахмат,2 : 0,2012/2013
Сочи,Тамбов,1 : 2,2012/2013
Сочи,Крылья Советов,0 : 2,2012/2013
Сочи,Оренбург,5 : 1,2012/2013
Ахмат,Зенит,1 : 1,2012/2013
Ахмат,Локомотив М,0 : 2,2012/2013
Ахмат,Краснодар,1 : 0,2012/2013
Ахмат,ЦСКА,0 : 4,2012/2013
Ахмат,Ростов,1 : 1,2012/2013
Ахмат,Динамо М,2 : 3,2012/2013
Ахмат,Спартак М,1 : 3,2012/2013
Ахмат,Арсенал,1 : 1,2012/2013
Ахмат,Уфа,0 : 1,2012/2013
Ахмат,Рубин,1 : 1,2012/2013
Ахмат,Урал,0 : 0,2012/2013
Ахмат,Сочи,1 : 1,2012/2013
Ахмат,Тамбов,1 : 1,2012/2013
Ахмат,Крылья Советов,1 : 1,2012/2013
Ахмат,Оренбург,2 : 1,2012/2013
Тамбов,Зенит,1 : 2,2012/2013
Тамбов,Локомотив М,2 : 3,2012/2013
Тамбов,Краснодар,0 : 2,2012/2013
Тамбов,ЦСКА,0 : 2,2012/2013
Тамбов,Ростов,2 : 1,2012/2013
Тамбов,Динамо М,0 : 2,2012/2013
Тамбов,Спартак М,2 : 0,2012/2013
Тамбов,Арсенал,0 : 1,2012/2013
Тамбов,Уфа,3 : 0,2012/2013
Тамбов,Рубин,0 : 0,2012/2013
Тамбов,Урал,1 : 2,2012/2013
Тамбов,Сочи,3 : 0,2012/2013
Тамбов,Ахмат,1 : 2,2012/2013
Тамбов,Крылья Советов,3 : 0,2012/2013
Тамбов,Оренбург,3 : 0,2012/2013
Крылья Советов,Зенит,0 : 2,2012/2013
Крылья Советов,Локомотив М,1 : 2,2012/2013
Крылья Советов,Краснодар,0 : 0,2012/2013
Крылья Советов,ЦСКА,2 : 0,2012/2013
Крылья Советов,Ростов,0 : 0,2012/2013
Крылья Советов,Динамо М,0 : 0,2012/2013
Крылья Советов,Спартак М,1 : 2,2012/2013
Крылья Советов,Арсенал,2 : 3,2012/2013
Крылья Советов,Уфа,0 : 1,2012/2013
Крылья Советов,Рубин,0 : 0,2012/2013
Крылья Советов,Урал,2 : 3,2012/2013
Крылья Советов,Сочи,3 : 0,2012/2013
Крылья Советов,Ахмат,2 : 4,2012/2013
Крылья Советов,Тамбов,2 : 0,2012/2013
Крылья Советов,Оренбург,1 : 1,2012/2013
Оренбург,Зенит,0 : 2,2012/2013
Оренбург,Локомотив М,2 : 3,2012/2013
Оренбург,Краснодар,0 : 3,2012/2013
Оренбург,ЦСКА,0 : 4,2012/2013
Оренбург,Ростов,0 : 0,2012/2013
Оренбург,Динамо М,2 : 0,2012/2013
Оренбург,Спартак М,1 : 3,2012/2013
Оренбург,Арсенал,2 : 0,2012/2013
Оренбург,Уфа,0 : 0,2012/2013
Оренбург,Рубин,2 : 1,2012/2013
Оренбург,Урал,0 : 3,2012/2013
Оренбург,Сочи,1 : 1,2012/2013
Оренбург,Ахмат,1 : 2,2012/2013
Оренбург,Тамбов,2 : 2,2012/2013
Оренбург,Крылья Советов,0 : 1,2012/2013
Динамо,Локомотив М,0 : 0,2011/2012
Динамо,Спартак Вл,3 : 1,2011/2012
Динамо,ЦСКА,2 : 1,2011/2012
Динамо,Текстильщик Км,4 : 0,2011/2012
Динамо,Уралмаш,6 : 2,2011/2012
Динамо,Океан,3 : 0,2011/2012
Динамо,Факел,5 : 0,2011/2012
Динамо,Динамо Ст,3 : 1,2011/2012
Динамо,Динамо-Газовик,1 : 0,2011/2012
Локомотив М,Динамо,2 : 0,2011/2012
Локомотив М,Спартак Вл,0 : 3,2011/2012
Локомотив М,ЦСКА,0 : 0,2011/2012
Локомотив М,Текстильщик Км,1 : 0,2011/2012
Локомотив М,Уралмаш,1 : 0,2011/2012
Локомотив М,Океан,2 : 1,2011/2012
Локомотив М,Факел,0 : 0,2011/2012
Локомотив М,Динамо Ст,3 : 0,2011/2012
Локомотив М,Динамо-Газовик,3 : 1,2011/2012
Спартак Вл,Динамо,0 : 0,2011/2012
Спартак Вл,Локомотив М,0 : 0,2011/2012
Спартак Вл,ЦСКА,2 : 0,2011/2012
Спартак Вл,Текстильщик Км,2 : 2,2011/2012
Спартак Вл,Уралмаш,2 : 0,2011/2012
Спартак Вл,Океан,3 : 1,2011/2012
Спартак Вл,Факел,2 : 1,2011/2012
Спартак Вл,Динамо Ст,2 : 1,2011/2012
Спартак Вл,Динамо-Газовик,4 : 1,2011/2012
ЦСКА,Динамо,4 : 1,2011/2012
ЦСКА,Локомотив М,1 : 1,2011/2012
ЦСКА,Спартак Вл,2 : 4,2011/2012
ЦСКА,Текстильщик Км,1 : 0,2011/2012
ЦСКА,Уралмаш,2 : 1,2011/2012
ЦСКА,Океан,2 : 0,2011/2012
ЦСКА,Факел,2 : 0,2011/2012
ЦСКА,Динамо Ст,3 : 0,2011/2012
ЦСКА,Динамо-Газовик,3 : 0,2011/2012
Текстильщик Км,Динамо,1 : 1,2011/2012
Текстильщик Км,Локомотив М,3 : 1,2011/2012
Текстильщик Км,Спартак Вл,3 : 2,2011/2012
Текстильщик Км,ЦСКА,1 : 1,2011/2012
Текстильщик Км,Уралмаш,3 : 0,2011/2012
Текстильщик Км,Океан,1 : 0,2011/2012
Текстильщик Км,Факел,1 : 0,2011/2012
Текстильщик Км,Динамо Ст,1 : 0,2011/2012
Текстильщик Км,Динамо-Газовик,1 : 0,2011/2012
Уралмаш,Динамо,2 : 1,2011/2012
Уралмаш,Локомотив М,3 : 1,2011/2012
Уралмаш,Спартак Вл,1 : 1,2011/2012
Уралмаш,ЦСКА,1 : 1,2011/2012
Уралмаш,Текстильщик Км,1 : 0,2011/2012
Уралмаш,Океан,1 : 3,2011/2012
Уралмаш,Факел,1 : 0,2011/2012
Уралмаш,Динамо Ст,4 : 1,2011/2012
Уралмаш,Динамо-Газовик,5 : 2,2011/2012
Океан,Динамо,1 : 1,2011/2012
Океан,Локомотив М,1 : 3,2011/2012
Океан,Спартак Вл,2 : 1,2011/2012
Океан,ЦСКА,5 : 2,2011/2012
Океан,Текстильщик Км,2 : 0,2011/2012
Океан,Уралмаш,1 : 1,2011/2012
Океан,Факел,0 : 0,2011/2012
Океан,Динамо Ст,2 : 0,2011/2012
Океан,Динамо-Газовик,1 : 0,2011/2012
Факел,Динамо,1 : 0,2011/2012
Факел,Локомотив М,1 : 1,2011/2012
Факел,Спартак Вл,0 : 0,2011/2012
Факел,ЦСКА,1 : 1,2011/2012
Факел,Текстильщик Км,1 : 1,2011/2012
Факел,Уралмаш,0 : 1,2011/2012
Факел,Океан,0 : 1,2011/2012
Факел,Динамо Ст,2 : 1,2011/2012
Факел,Динамо-Газовик,1 : 0,2011/2012
Динамо Ст,Динамо,0 : 3,2011/2012
Динамо Ст,Локомотив М,0 : 1,2011/2012
Динамо Ст,Спартак Вл,0 : 2,2011/2012
Динамо Ст,ЦСКА,1 : 2,2011/2012
Динамо Ст,Текстильщик Км,0 : 0,2011/2012
Динамо Ст,Уралмаш,2 : 1,2011/2012
Динамо Ст,Океан,2 : 0,2011/2012
Динамо Ст,Факел,2 : 1,2011/2012
Динамо Ст,Динамо-Газовик,3 : 0,2011/2012
Динамо-Газовик,Динамо,0 : 1,2011/2012
Динамо-Газовик,Локомотив М,0 : 3,2011/2012
Динамо-Газовик,Спартак Вл,1 : 0,2011/2012
Динамо-Газовик,ЦСКА,0 : 1,2011/2012
Динамо-Газовик,Текстильщик Км,0 : 2,2011/2012
Динамо-Газовик,Уралмаш,2 : 3,2011/2012
Динамо-Газовик,Океан,3 : 3,2011/2012
Динамо-Газовик,Факел,0 : 1,2011/2012
Динамо-Газовик,Динамо Ст,1 : 0,2011/2012
Зенит,ЦСКА,1 : 3,2010
Зенит,Рубин,2 : 0,2010
Зенит,Спартак,1 : 1,2010
Зенит,Локомотив,1 : 0,2010
Зенит,Спартак-Нальчик,3 : 1,2010
Зенит,Динамо,1 : 1,2010
Зенит,Томь,2 : 0,2010
Зенит,Ростов,5 : 0,2010
Зенит,Сатурн,6 : 1,2010
Зенит,Анжи,2 : 1,2010
Зенит,Терек,0 : 0,2010
Зенит,Крылья Советов,0 : 0,2010
Зенит,Амкар,2 : 0,2010
Зенит,Алания,3 : 0,2010
Зенит,Сибирь,2 : 0,2010
ЦСКА,Зенит,0 : 2,2010
ЦСКА,Рубин,0 : 0,2010
ЦСКА,Спартак,3 : 1,2010
ЦСКА,Локомотив,1 : 1,2010
ЦСКА,Спартак-Нальчик,1 : 2,2010
ЦСКА,Динамо,0 : 0,2010
ЦСКА,Томь,3 : 1,2010
ЦСКА,Ростов,2 : 0,2010
ЦСКА,Сатурн,1 : 1,2010
ЦСКА,Анжи,4 : 0,2010
ЦСКА,Терек,4 : 1,2010
ЦСКА,Крылья Советов,4 : 3,2010
ЦСКА,Амкар,1 : 0,2010
ЦСКА,Алания,2 : 1,2010
ЦСКА,Сибирь,1 : 0,2010
Рубин,Зенит,2 : 2,2010
Рубин,ЦСКА,0 : 1,2010
Рубин,Спартак,1 : 1,2010
Рубин,Локомотив,2 : 0,2010
Рубин,Спартак-Нальчик,1 : 1,2010
Рубин,Динамо,2 : 0,2010
Рубин,Томь,2 : 1,2010
Рубин,Ростов,2 : 1,2010
Рубин,Сатурн,2 : 0,2010
Рубин,Анжи,0 : 0,2010
Рубин,Терек,0 : 0,2010
Рубин,Крылья Советов,3 : 0,2010
Рубин,Амкар,3 : 0,2010
Рубин,Алания,1 : 0,2010
Рубин,Сибирь,1 : 0,2010
Спартак,Зенит,1 : 0,2010
Спартак,ЦСКА,1 : 2,2010
Спартак,Рубин,0 : 1,2010
Спартак,Локомотив,2 : 1,2010
Спартак,Спартак-Нальчик,0 : 0,2010
Спартак,Динамо,0 : 1,2010
Спартак,Томь,4 : 2,2010
Спартак,Ростов,2 : 1,2010
Спартак,Сатурн,2 : 1,2010
Спартак,Анжи,3 : 0,2010
Спартак,Терек,2 : 1,2010
Спартак,Крылья Советов,0 : 0,2010
Спартак,Амкар,2 : 2,2010
Спартак,Алания,3 : 0,2010
Спартак,Сибирь,5 : 3,2010
Локомотив,Зенит,0 : 3,2010
Локомотив,ЦСКА,1 : 0,2010
Локомотив,Рубин,0 : 0,2010
Локомотив,Спартак,2 : 3,2010
Локомотив,Спартак-Нальчик,1 : 0,2010
Локомотив,Динамо,3 : 2,2010
Локомотив,Томь,2 : 1,2010
Локомотив,Ростов,0 : 1,2010
Локомотив,Сатурн,0 : 1,2010
Локомотив,Анжи,1 : 0,2010
Локомотив,Терек,2 : 1,2010
Локомотив,Крылья Советов,3 : 0,2010
Локомотив,Амкар,2 : 0,2010
Локомотив,Алания,3 : 0,2010
Локомотив,Сибирь,1 : 1,2010
Спартак-Нальчик,Зенит,2 : 3,2010
Спартак-Нальчик,ЦСКА,1 : 1,2010
Спартак-Нальчик,Рубин,1 : 1,2010
Спартак-Нальчик,Спартак,0 : 2,2010
Спартак-Нальчик,Локомотив,1 : 1,2010
Спартак-Нальчик,Динамо,1 : 0,2010
Спартак-Нальчик,Томь,2 : 1,2010
Спартак-Нальчик,Ростов,5 : 2,2010
Спартак-Нальчик,Сатурн,2 : 0,2010
Спартак-Нальчик,Анжи,1 : 3,2010
Спартак-Нальчик,Терек,2 : 1,2010
Спартак-Нальчик,Крылья Советов,1 : 0,2010
Спартак-Нальчик,Амкар,2 : 1,2010
Спартак-Нальчик,Алания,2 : 1,2010
Спартак-Нальчик,Сибирь,4 : 2,2010
Динамо,Зенит,1 : 2,2010
Динамо,ЦСКА,0 : 0,2010
Динамо,Рубин,2 : 2,2010
Динамо,Спартак,1 : 1,2010
Динамо,Локомотив,3 : 0,2010
Динамо,Спартак-Нальчик,0 : 3,2010
Динамо,Томь,0 : 0,2010
Динамо,Ростов,3 : 2,2010
Динамо,Сатурн,1 : 0,2010
Динамо,Анжи,4 : 0,2010
Динамо,Терек,3 : 1,2010
Динамо,Крылья Советов,1 : 1,2010
Динамо,Амкар,1 : 1,2010
Динамо,Алания,2 : 0,2010
Динамо,Сибирь,4 : 1,2010
Томь,Зенит,0 : 0,2010
Томь,ЦСКА,0 : 3,2010
Томь,Рубин,0 : 1,2010
Томь,Спартак,2 : 2,2010
Томь,Локомотив,1 : 1,2010
Томь,Спартак-Нальчик,1 : 0,2010
Томь,Динамо,1 : 0,2010
Томь,Ростов,3 : 1,2010
Томь,Сатурн,2 : 2,2010
Томь,Анжи,1 : 4,2010
Томь,Терек,2 : 1,2010
Томь,Крылья Советов,1 : 1,2010
Томь,Амкар,1 : 0,2010
Томь,Алания,1 : 1,2010
Томь,Сибирь,3 : 2,2010
Ростов,Зенит,1 : 3,2010
Ростов,ЦСКА,1 : 0,2010
Ростов,Рубин,0 : 2,2010
Ростов,Спартак,1 : 0,2010
Ростов,Локомотив,1 : 2,2010
Ростов,Спартак-Нальчик,1 : 1,2010
Ростов,Динамо,1 : 1,2010
Ростов,Томь,0 : 2,2010
Ростов,Сатурн,1 : 0,2010
Ростов,Анжи,1 : 0,2010
Ростов,Терек,1 : 0,2010
Ростов,Крылья Советов,1 : 2,2010
Ростов,Амкар,2 : 1,2010
Ростов,Алания,0 : 1,2010
Ростов,Сибирь,0 : 1,2010
Сатурн,Зенит,0 : 1,2010
Сатурн,ЦСКА,1 : 1,2010
Сатурн,Рубин,0 : 0,2010
Сатурн,Спартак,0 : 0,2010
Сатурн,Локомотив,0 : 1,2010
Сатурн,Спартак-Нальчик,3 : 1,2010
Сатурн,Динамо,3 : 2,2010
Сатурн,Томь,1 : 2,2010
Сатурн,Ростов,0 : 2,2010
Сатурн,Анжи,1 : 0,2010
Сатурн,Терек,1 : 0,2010
Сатурн,Крылья Советов,1 : 1,2010
Сатурн,Амкар,2 : 2,2010
Сатурн,Алания,1 : 1,2010
Сатурн,Сибирь,1 : 1,2010
Анжи,Зенит,3 : 3,2010
Анжи,ЦСКА,1 : 2,2010
Анжи,Рубин,0 : 1,2010
Анжи,Спартак,0 : 1,2010
Анжи,Локомотив,1 : 2,2010
Анжи,Спартак-Нальчик,0 : 0,2010
Анжи,Динамо,1 : 1,2010
Анжи,Томь,1 : 0,2010
Анжи,Ростов,1 : 2,2010
Анжи,Сатурн,1 : 2,2010
Анжи,Терек,1 : 0,2010
Анжи,Крылья Советов,0 : 0,2010
Анжи,Амкар,1 : 0,2010
Анжи,Алания,2 : 0,2010
Анжи,Сибирь,1 : 0,2010
Терек,Зенит,0 : 0,2010
Терек,ЦСКА,0 : 3,2010
Терек,Рубин,1 : 1,2010
Терек,Спартак,2 : 0,2010
Терек,Локомотив,0 : 0,2010
Терек,Спартак-Нальчик,1 : 1,2010
Терек,Динамо,1 : 1,2010
Терек,Томь,1 : 0,2010
Терек,Ростов,1 : 1,2010
Терек,Сатурн,2 : 0,2010
Терек,Анжи,1 : 3,2010
Терек,Крылья Советов,2 : 0,2010
Терек,Амкар,1 : 0,2010
Терек,Алания,2 : 0,2010
Терек,Сибирь,1 : 1,2010
Крылья Советов,Зенит,0 : 1,2010
Крылья Советов,ЦСКА,0 : 1,2010
Крылья Советов,Рубин,0 : 2,2010
Крылья Советов,Спартак,0 : 0,2010
Крылья Советов,Локомотив,0 : 0,2010
Крылья Советов,Спартак-Нальчик,2 : 0,2010
Крылья Советов,Динамо,1 : 0,2010
Крылья Советов,Томь,2 : 3,2010
Крылья Советов,Ростов,1 : 2,2010
